Code commune;Libellé;Taux AOT;Taux syndicat mixte;Date effet;Codes postaux afférents;
'12241';RODEZ AGGLOMERATION;0.8;0;20240701;'12002';'12032';'12850';
'12246';COMMUNAUTE DE COMMUNES DECAZEVILLE COMMUNAUTE;0.7;0;20220701;'12300';
'12246';COMMUNAUTE DE COMMUNES DECAZEVILLE COMMUNAUTE;0.7;0;20240701;'12300';
'12264';RODEZ AGGLOMERATION;0.8;0;20230101;'12032';'12034';'12035';'12740';
'12264';RODEZ AGGLOMERATION;0.8;0;20240701;'12032';'12034';'12035';'12740';
'12293';COMMUNAUTE DE COMMUNES MILLAU GRANDS CAUSSES;0;0;19960901;'12720';
'12293';COMMUNAUTE DE COMMUNES MILLAU GRANDS CAUSSES;0.8;0;20240701;'12720';
'12300';COMMUNE DE VILLEFRANCHE-DE-ROUERGUE;0.35;0;20220701;'12200';'12201';'12202';'12203';'12204';
'12300';COMMUNE DE VILLEFRANCHE-DE-ROUERGUE;0.35;0;20240701;'12200';'12201';'12202';'12203';'12204';
'12305';COMMUNAUTE DE COMMUNES DECAZEVILLE COMMUNAUTE;0.7;0;20220701;'12110';
'12305';COMMUNAUTE DE COMMUNES DECAZEVILLE COMMUNAUTE;0.7;0;20240701;'12110';
'13001';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13080';'13085';'13088';'13089';'13090';'13091';'13092';'13093';'13094';'13095';'13096';'13097';'13098';'13099';'13100';'13101';'13107';'13181';'13182';'13290';'13540';'13545';'13546';'13547';'13591';'13592';'13593';'13594';'13595';'13601';'13602';'13603';'13604';'13605';'13606';'13607';'13608';'13609';'13611';'13614';'13615';'13616';'13617';'13619';'13621';'13625';'13626';'13627';'13628';'13761';'13766';'13791';'13792';'13793';'13794';'13795';'13796';'13797';'13798';'13799';'13851';'13852';'13854';'13855';'13856';'13857';'13858';
'13002';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13190';'13718';
'13003';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13980';
'13004';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20120101;'13104';'13123';'13129';'13200';'13280';'13631';'13632';'13633';'13635';'13637';'13642';'13643';'13646';
'13004';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20240701;'13104';'13123';'13129';'13200';'13280';'13631';'13632';'13633';'13635';'13637';'13642';'13643';'13646';
'13005';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13400';'13671';'13672';'13674';'13675';'13676';'13677';'13678';'13681';'13683';'13684';'13685';'13688';'13781';'13782';'13783';'13784';'13785';'13788';'13793';
'13007';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13390';'13685';'13785';
'13008';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13121';'13667';
'13009';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13330';
'13012';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13100';
'13013';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13720';
'13014';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13130';'13131';'13132';'13133';'13138';
'13015';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13320';
'13016';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13720';
'13017';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20170701;'13150';
'13017';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20240701;'13150';
'13019';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13480';'13822';'13823';'13824';'13825';'13828';
'13020';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13950';
'13021';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13620';
'13022';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13260';'13709';'13711';'13714';'13716';
'13023';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13600';'13701';'13702';'13705';
'13024';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13350';
'13025';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13106';'13790';
'13026';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13161';'13163';'13164';'13165';'13168';'13220';
'13028';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13600';'13701';'13702';'13703';'13704';'13705';'13708';'13709';
'13029';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13250';'13668';
'13030';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13780';'13785';
'13031';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13112';
'13032';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13510';'13798';
'13033';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13820';
'13035';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13430';
'13037';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13382';'13580';
'13039';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13270';'13771';'13772';'13773';'13774';'13775';'13776';'13777';'13778';'13895';
'13040';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13710';
'13041';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13120';'13541';'13542';'13543';'13548';'13549';
'13042';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13420';'13781';'13782';'13783';'13784';'13785';'13788';'13881';'13883';'13887';
'13043';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13180';'13721';'13722';'13724';'13729';
'13044';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13450';'13665';'13666';'13667';'13668';
'13046';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13850';
'13047';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13118';'13128';'13800';'13801';'13802';'13803';'13804';'13805';'13806';'13807';'13808';
'13048';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13490';
'13049';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13113';
'13050';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13410';
'13051';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13656';'13658';'13668';'13680';
'13053';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13370';
'13054';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13700';'13721';'13722';'13723';'13724';'13725';'13726';'13727';'13728';'13729';
'13056';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13117';'13500';'13503';'13691';'13692';'13693';'13694';'13695';'13696';'13697';'13698';
'13059';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13650';
'13060';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13543';'13590';
'13061';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20170701;'13150';
'13061';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20240701;'13150';
'13062';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13105';'13541';'13542';'13543';'13549';
'13063';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13140';'13141';'13142';'13148';
'13069';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13330';
'13070';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13713';'13821';
'13071';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13170';'13751';'13752';'13757';'13758';
'13072';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13790';
'13073';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13124';'13788';
'13074';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13860';
'13075';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13380';'13712';
'13077';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13110';'13521';'13522';'13523';'13524';'13528';'13698';'13772';
'13078';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13230';'13511';'13512';'13513';'13514';'13516';'13518';
'13079';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13106';'13114';
'13080';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13610';
'13081';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13340';'13655';
'13082';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13840';
'13084';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13640';
'13085';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13701';'13702';'13830';
'13086';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13360';'13717';'13788';
'13087';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13102';'13106';'13790';
'13088';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13740';'13856';
'13090';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13100';
'13091';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13760';
'13092';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13250';
'13093';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13610';
'13095';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13100';'13181';'13857';
'13096';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20190101;'13460';'13731';'13732';
'13096';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20240701;'13460';'13731';'13732';
'13097';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20170701;'13310';'13551';'13552';'13558';
'13097';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20240701;'13310';'13551';'13552';'13558';
'13098';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13920';
'13099';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13066';'13067';'13108';'13115';
'13101';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20170101;'13119';
'13102';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13700';'13721';'13723';'13725';'13729';'13730';
'13103';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13300';'13651';'13652';'13653';'13654';'13656';'13658';'13661';'13662';'13663';'13664';'13665';'13666';'13667';'13668';
'13104';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13960';
'13105';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13560';
'13106';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13240';
'13107';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13109';
'13108';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20170701;'13150';'13151';'13152';'13153';'13155';'13156';'13157';'13158';'13631';
'13108';CA ARLES-CRAU-CAMARGUE-MONTAGNETTE;0.8;0;20240701;'13150';'13151';'13152';'13153';'13155';'13156';'13157';'13158';'13631';
'13109';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13100';'13181';'13182';'13612';
'13110';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13530';
'13111';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13126';
'13112';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13655';'13880';
'13113';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13770';
'13114';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13122';
'13115';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13116';
'13117';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13127';'13655';'13741';'13742';'13743';'13744';'13745';'13746';'13747';'13812';'13814';'13815';'13841';'13842';'13844';'13845';'13846';'13847';'13861';
'13118';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13111';
'13119';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13470';'13715';'13716';'13784';'13785';
'13201';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13001';'13020';'13177';'13178';'13191';'13192';'13201';'13202';'13203';'13205';'13207';'13211';'13213';'13215';'13217';'13221';'13227';'13231';'13232';'13233';'13241';'13242';'13243';'13244';'13248';'13251';'13254';'13284';'13289';'13441';'13444';'13471';'13484';
'13202';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13002';'13177';'13178';'13191';'13196';'13201';'13202';'13203';'13205';'13211';'13213';'13214';'13215';'13216';'13217';'13218';'13224';'13225';'13226';'13233';'13235';'13236';'13242';'13256';'13304';'13315';'13316';'13345';'13411';'13471';'13472';'13473';'13474';'13478';'13481';'13566';'13567';'13568';'13572';
'13203';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13003';'13202';'13203';'13213';'13217';'13286';'13301';'13302';'13303';'13309';'13324';'13325';'13331';'13332';'13346';'13347';'13356';'13471';'13567';'13900';
'13204';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13004';'13228';'13234';'13245';'13248';'13256';'13381';
'13205';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13005';'13244';'13351';'13352';'13354';'13355';'13385';'13386';'13392';'13443';'13445';
'13206';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13006';'13177';'13178';'13243';'13244';'13251';'13252';'13253';'13254';'13255';'13256';'13259';'13262';'13281';'13282';'13286';'13289';'13291';'13292';'13294';'13298';'13344';'13371';'13431';'13432';'13434';'13435';'13441';'13442';'13443';'13444';'13445';'13446';'13447';'13448';'13484';'13942';
'13207';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13007';'13177';'13178';'13251';'13254';'13261';'13262';'13263';'13264';'13267';'13284';'13568';'13721';
'13208';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13008';'13252';'13257';'13265';'13266';'13267';'13268';'13269';'13271';'13272';'13273';'13278';'13285';'13289';'13294';'13295';'13357';'13411';'13412';'13415';'13416';'13417';'13441';'13442';'13443';'13444';'13445';'13447';'13483';'13583';'13937';
'13209';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13009';'13258';'13266';'13267';'13268';'13269';'13271';'13273';'13274';'13275';'13276';'13277';'13288';'13297';'13299';'13401';'13402';'13404';'13406';'13443';'13482';
'13210';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13010';'13361';'13362';'13363';'13364';'13365';'13387';'13395';'13413';'13443';'13933';
'13211';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13011';'13266';'13366';'13367';'13368';'13369';'13371';'13372';'13374';'13391';'13396';'13424';'13714';'13921';'13923';'13924';'13925';
'13212';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13012';'13245';'13375';'13376';'13377';'13378';'13382';'13394';'13424';'13425';'13426';'13427';'13428';
'13213';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13013';'13202';'13381';'13382';'13383';'13384';'13388';'13392';'13393';'13397';'13451';'13452';'13453';'13454';'13455';'13456';'13457';'13458';'13941';
'13214';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13014';'13202';'13307';'13308';'13309';'13311';'13312';'13313';'13323';'13333';'13348';'13421';'13581';
'13215';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13015';'13202';'13302';'13314';'13315';'13316';'13317';'13318';'13326';'13327';'13342';'13343';'13344';'13463';'13464';'13904';'13905';'13906';'13915';
'13216';METROPOLE D'AIX-MARSEILLE-PROVENCE;2;0;20201101;'13016';'13321';'13322';'13463';'13464';'13467';'13471';
'14030';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14280';'14652';
'14060';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14970';
'14068';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14112';'14201';
'14069';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';'14102';'14103';'14104';'14105';'14106';
'14076';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14011';'14202';'14550';
'14082';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14092';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14540';
'14098';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14210';'14250';'14653';'14740';
'14101';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14651';'14652';'14653';'14654';'14760';'14792';
'14118';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14000';'14001';'14005';'14006';'14007';'14008';'14009';'14010';'14011';'14012';'14013';'14014';'14015';'14016';'14017';'14018';'14019';'14020';'14023';'14024';'14026';'14027';'14028';'14029';'14030';'14031';'14032';'14033';'14034';'14035';'14036';'14037';'14038';'14045';'14046';'14047';'14048';'14050';'14051';'14052';'14053';'14054';'14058';'14061';'14062';'14063';'14064';'14065';'14066';'14067';'14070';'14074';'14075';'14076';'14077';'14078';'14079';'14081';'14082';'14083';'14084';'14085';'14086';'14089';'14090';'14093';'14094';'14097';'14099';'14201';'14203';'14901';'14902';'14908';'14909';'14913';'14915';'14919';'14921';'14922';'14923';'14924';'14925';'14926';'14929';'14931';'14935';'14944';'14949';
'14123';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14610';
'14125';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14610';
'14126';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14137';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14650';'14651';'14652';'14653';
'14141';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';
'14147';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14290';
'14166';COMMUNAUTE URBAINE CAEN LA MER;2;0;20130101;'14880';
'14167';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14460';'14461';'14462';'14902';'14904';'14906';'14914';
'14177';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14130';
'14179';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14181';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14020';'14123';'14903';
'14193';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14194';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14290';
'14215';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14840';
'14221';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14840';
'14242';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14062';'14610';
'14254';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14791';'14930';
'14260';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14270';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14271';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14053';'14123';
'14273';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14290';
'14288';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14480';
'14293';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14590';
'14301';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14730';
'14303';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';'14101';'14102';'14104';'14106';
'14319';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14540';
'14325';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14880';
'14326';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';'14102';'14104';'14105';
'14327';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14200';'14201';'14202';'14203';'14204';'14208';'14209';'14907';
'14334';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';'14102';
'14337';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14339';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14540';
'14341';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14123';
'14362';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';
'14365';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14780';
'14366';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';'14101';'14102';'14103';'14104';'14105';'14106';'14107';
'14368';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';
'14371';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';'14290';
'14383';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14111';'14791';'14792';
'14403';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14407';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14920';
'14410';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14370';
'14419';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14421';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14425';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';
'14431';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';'14270';'14340';'14370';
'14435';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14437';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14019';'14064';'14092';'14095';'14120';'14124';'14125';'14126';'14127';'14128';
'14448';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14454';COMMUNAUTE URBAINE CAEN LA MER;2;0;20130101;'14790';'14791';
'14460';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14590';
'14473';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14474';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14478';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14290';
'14484';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14590';
'14487';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14488';COMMUNAUTE URBAINE CAEN LA MER;2;0;20130101;'14150';
'14495';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14112';'14201';
'14504';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14590';
'14520';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14522';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';
'14527';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14270';'14340';
'14538';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14540';
'14540';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14542';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14740';
'14543';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14651';'14652';'14653';'14740';'14792';'14980';
'14554';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14540';
'14556';COMMUNAUTE URBAINE CAEN LA MER;2;0;20130101;'14320';'14907';
'14558';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14970';
'14566';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14039';'14280';'14651';'14652';'14654';'14655';'14792';'14911';
'14570';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14290';
'14571';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14574';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';'14101';'14102';'14103';
'14576';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';
'14582';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';'14105';
'14587';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14280';'14651';
'14595';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14610';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14652';'14653';'14654';'14740';
'14621';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14290';
'14625';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14626';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14639';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14340';
'14648';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14100';
'14654';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14140';'14170';
'14666';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14940';
'14675';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14540';
'14685';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14610';
'14691';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14540';
'14707';COMMUNAUTE URBAINE CAEN LA MER;2;0;20130101;'14210';
'14712';COMMUNAUTE URBAINE CAEN LA MER;2;0;20210101;'14670';
'14738';COMMUNAUTE URBAINE CAEN LA MER;2;0;20130101;'14653';'14790';'14791';'14792';
'14740';COMMUNAUTE D'AGGLOMERATION LISIEUX NORMANDIE;0.8;0;20240701;'14290';
'14758';COMMUNAUTE URBAINE CAEN LA MER;2;0;20120101;'14610';
'15012';COMMUNAUTE D'AGGLOMERATION DU BASSIN D'AURILLAC;0.6;0;20040401;'15130';
'15012';COMMUNAUTE D'AGGLOMERATION DU BASSIN D'AURILLAC;0.6;0;20240701;'15130';
